year,state,district,black_turnout,black_share,black_candidate
2008,NY,9,0.458409308,0.050980028,0
2010,NY,9,0.306319151,0.040702911,0
2008,NY,10,0.585656523,0.624758358,1
2006,NY,10,0.275976175,0.628288259,1
2010,NY,10,0.29848917,0.633694011,1
2008,NY,11,0.574597412,0.547409759,1
2006,NY,11,0.288370193,0.544046682,1
2010,NY,11,0.32726657,0.533457901,1
2008,NY,12,0.472969021,0.114518252,0
2010,NY,12,0.225739786,0.114291573,0
2006,NY,12,0.187262167,0.121084172,0
2008,NY,13,0.561991771,0.06403012,0
2010,NY,13,0.284654321,0.067681524,0
2006,NY,13,0.231750249,0.065114247,0
2008,NY,14,0.687607026,0.043547181,0
2006,NY,14,0.314849256,0.044676613,0
2010,NY,14,0.293036093,0.051052373,0
2008,NY,15,0.568219806,0.358575427,1
2006,NY,15,0.290636325,0.359696852,1
2010,NY,15,0.282054325,0.353841093,1
2006,NY,16,0.229877135,0.356787116,0
2008,NY,16,0.488777974,0.401178727,0
2010,NY,16,0.183316603,0.410644535,0
2010,NY,17,0.308317269,0.31271523,0
2008,NY,17,0.567910801,0.316346275,0
2006,NY,17,0.30794886,0.302182179,1
2006,NY,18,0.321144212,0.104827082,0
2010,NY,18,0.347760096,0.100524538,0
2008,NY,18,0.566062776,0.108368109,0
2006,NY,19,0.257440006,0.057871203,0
2008,NY,19,0.562023117,0.053351336,0
2010,NY,19,0.277674568,0.06480728,0
2010,NY,20,0.185208301,0.024154598,0
2008,NY,20,0.292886135,0.026428659,0
2006,NY,20,0.174994313,0.025362584,0
2010,NY,21,0.271743341,0.080037364,0
2006,NY,21,0.316193483,0.073094057,0
2008,NY,21,0.661816357,0.067936325,0
2006,NY,22,0.240633357,0.076170634,0
2008,NY,22,0.518879126,0.085981415,0
2010,NY,22,0.229340801,0.0924832,0
2008,NY,23,0.148483867,0.036088767,0
2010,NY,23,0.117651521,0.02606964,0
2006,NY,23,0.109252984,0.026856765,0
2008,NY,24,0.307783932,0.033485428,0
2006,NY,24,0.144167689,0.037374589,0
2010,NY,24,0.20925704,0.02643259,0
2008,NY,25,0.644994503,0.068431284,0
2006,NY,25,0.329341503,0.065994927,0
2010,NY,25,0.326376812,0.06944752,0
2008,NY,26,0.37325395,0.03450994,0
2010,NY,26,0.190784615,0.034147259,0
2006,NY,26,0.193769735,0.032351537,0
2008,NY,27,0.531542514,0.047605526,0
2010,NY,27,0.268791685,0.050171934,0
2006,NY,27,0.240754519,0.047627683,0
2008,NY,28,0.642649773,0.266549771,0
2006,NY,28,0.296862256,0.264859348,0
2010,NY,28,0.304236129,0.28074563,0
2008,NY,29,0.426641157,0.033168607,0
2006,NY,29,0.288151151,0.02642601,0
2010,NY,29,0.246953429,0.029959583,0
2010,OH,0,0.39494253,0.114298937,0
2006,OH,0,0.394297688,0.108273379,0
2010,OH,1,0.432033087,0.285720163,0
2006,OH,1,0.404003843,0.26282888,0
2008,OH,1,0.748088041,0.2725186,0
2006,OH,2,0.395246519,0.044749581,0
2008,OH,2,0.67700821,0.044749581,0
2010,OH,2,0.423005398,0.044749581,0
2010,OH,3,0.424286183,0.158807428,0
2008,OH,3,0.789004312,0.149463794,0
2006,OH,3,0.400583235,0.161116635,0
2010,OH,4,0.233372431,0.048380588,0
2006,OH,4,0.24158304,0.048380588,0
2008,OH,4,0.480863634,0.048380588,0
2006,OH,5,0.259714381,0.012806145,0
2008,OH,5,0.514779143,0.012806145,0
2010,OH,5,0.277482564,0.012806145,0
2008,OH,6,0.405472024,0.024979374,0
2010,OH,6,0.22224961,0.024979374,0
2006,OH,6,0.22586476,0.024979374,0
2008,OH,7,0.730903379,0.085821502,0
2006,OH,7,0.395141166,0.082815827,0
2010,OH,7,0.355993762,0.096340622,0
2008,OH,8,0.567418072,0.054792331,0
2006,OH,8,0.321124946,0.048271931,0
2010,OH,8,0.299189444,0.054325008,0
2008,OH,9,0.718671217,0.139240398,0
2010,OH,9,0.389871151,0.141522422,0
2006,OH,9,0.361883292,0.132377789,0
2008,OH,10,0.766783053,0.062864604,0
2010,OH,10,0.342441158,0.06794861,0
2006,OH,10,0.408849487,0.055916308,0
2008,OH,11,0.77084412,0.571628701,1
2006,OH,11,0.430160415,0.570137483,1
2010,OH,11,0.434082695,0.582365279,1
2008,OH,12,0.898011364,0.185387375,0
2006,OH,12,0.452781732,0.197062177,0
2010,OH,12,0.449230062,0.204911084,0
2006,OH,13,0.380072451,0.11396628,0
2008,OH,13,0.702715065,0.11396628,0
2010,OH,13,0.407003549,0.11396628,0
2006,OH,14,0.304922943,0.033369978,0
2008,OH,14,0.536220129,0.033369978,0
2010,OH,14,0.324514881,0.033369978,0
2010,OH,15,0.408715084,0.072100957,0
2006,OH,15,0.356635423,0.080276602,0
2008,OH,15,0.631295415,0.082666026,0
2008,OH,16,0.595660104,0.044325826,0
2006,OH,16,0.305476313,0.044325826,0
2010,OH,16,0.338306131,0.044325826,0
2006,OH,17,0.363963059,0.110785999,0
2008,OH,17,0.677924186,0.110785999,0
2010,OH,17,0.380615971,0.107553412,0
2006,OH,18,0.233131802,0.016976813,0
2008,OH,18,0.378839178,0.016976813,0
2010,OH,18,0.221039903,0.016976813,0
2008,OK,0,0.726109428,0.068714488,0
2010,OK,0,0.396069432,0.070441836,0
2008,OK,1,0.637883959,0.08481887,0
2006,OK,1,0.268971731,0.087719298,0
2010,OK,1,0.313549353,0.087662064,0
2006,OK,2,0.516868896,0.037850755,0
2010,OK,2,0.586021505,0.037850755,0
2008,OK,2,0.902535267,0.037850755,0
2006,OK,3,0.371055214,0.037457075,0
2010,OK,3,0.418553689,0.036397198,0
2008,OK,3,0.689450068,0.036397198,0
2006,OK,4,0.374356543,0.056180459,0
2008,OK,4,0.68152131,0.060629334,0
2006,OK,5,0.345940887,0.128163611,0
2010,OK,5,0.355246127,0.141053679,0
2008,OK,5,0.71211787,0.125440058,0
2008,OR,0,0.974258786,0.015543504,0
2010,OR,0,0.60087241,0.016589304,0
2010,OR,1,0.554078241,0.014100121,0
2006,OR,1,0.596086302,0.011452378,0
2006,OR,3,0.586447604,0.047307229,0
2008,OR,3,0.927133197,0.05074952,0
2010,OR,3,0.576884458,0.051324997,0
2006,PA,0,0.363522659,0.093469378,0
2010,PA,0,0.383625678,0.099236311,0
2010,PA,1,0.46759844,0.480222461,0
2008,PA,1,0.813611409,0.486326318,1
2006,PA,1,0.416453628,0.484888067,0
2010,PA,2,0.52582055,0.55512545,1
2006,PA,2,0.503194026,0.593068729,1
2008,PA,2,0.853171641,0.577682004,1
2010,PA,3,0.221658007,0.034469424,0
2006,PA,3,0.178141238,0.034469424,0
2008,PA,3,0.466816249,0.034469424,0
2006,PA,4,0.244546498,0.033189137,0
2010,PA,4,0.246995035,0.030917445,0
2008,PA,4,0.486542984,0.030917445,0
2010,PA,5,0.132716374,0.018532016,0
2008,PA,5,0.321695236,0.018532016,0
2006,PA,5,0.117152172,0.018532016,0
2010,PA,6,0.324971086,0.070042048,0
2006,PA,6,0.240074956,0.072866905,0
2008,PA,6,0.608412043,0.065896705,0
2006,PA,7,0.270477631,0.075600097,0
2010,PA,7,0.332654191,0.081100929,0
2008,PA,7,0.5510302,0.076301676,0
2006,PA,8,0.340862291,0.031592622,0
2008,PA,8,0.602901826,0.033945963,0
2010,PA,8,0.335732566,0.03762412,0
2010,PA,9,0.130735759,0.019795661,0
2008,PA,9,0.251087816,0.019795661,0
2006,PA,9,0.135494155,0.018343545,0
2010,PA,10,0.167751479,0.01933915,0
2006,PA,10,0.138080113,0.022412896,0
2008,PA,10,0.298531672,0.022649754,0
2010,PA,11,0.105081256,0.051955147,0
2006,PA,11,0.090191094,0.042018554,0
2008,PA,11,0.290661636,0.043379903,0
2006,PA,12,0.160716297,0.036304386,0
2010,PA,12,0.155310283,0.036304386,0
2008,PA,12,0.336749634,0.036304386,0
2008,PA,13,0.607277641,0.088843356,0
2010,PA,13,0.311017257,0.097762869,0
2006,PA,13,0.325832127,0.086281708,0
2010,PA,14,0.344908819,0.207019224,0
2008,PA,14,0.720248548,0.213132217,0
2006,PA,14,0.342589529,0.213940362,0
2010,PA,15,0.194325573,0.044098554,0
2006,PA,15,0.184747964,0.032552599,0
2008,PA,15,0.456418838,0.039739239,0
2008,PA,16,0.44326181,0.047224731,0
2006,PA,16,0.200803616,0.040791239,0
2010,PA,16,0.207355372,0.046443164,0
2006,PA,17,0.289258494,0.0642945,0
2008,PA,17,0.597434551,0.070814703,0
2010,PA,17,0.285260515,0.075519513,0
2006,PA,18,0.233403327,0.02442026,0
2008,PA,18,0.439508965,0.02442026,0
2010,PA,18,0.238572121,0.02442026,0
2008,PA,19,0.43932207,0.034496579,0
2006,PA,19,0.135762624,0.035456477,0
2010,PA,19,0.159829295,0.039455102,0
2008,RI,0,0.581473711,0.041255852,0
2006,RI,0,0.391755194,0.03617726,0
2010,RI,1,0.213496316,0.063021874,0
2008,RI,1,0.543501371,0.046928251,0
2006,RI,1,0.361502347,0.040494507,0
2006,RI,2,0.422207447,0.031796452,0
2010,RI,2,0.312810622,0.034948683,0
2008,RI,2,0.618697092,0.035595254,0
2008,SC,0,0.627128195,0.275915201,0
2010,SC,0,0.402002352,0.273865626,1
2010,SC,1,0.36254551,0.192852449,1
2006,SC,1,0.300200545,0.192301841,0
2008,SC,1,0.619591886,0.191200435,0
2006,SC,2,0.29753858,0.265888972,0
2010,SC,2,0.416829133,0.262744828,0
2008,SC,2,0.645774638,0.262182623,0
2010,SC,3,0.361122146,0.193135776,0
2006,SC,3,0.265012709,0.191079566,0
2008,SC,3,0.575899935,0.194162986,0
2010,SC,4,0.375729191,0.196690241,0
2008,SC,4,0.617572071,0.193000789,0
2006,SC,4,0.253019701,0.193996075,0
2010,SC,5,0.416353095,0.303160888,0
2006,SC,5,0.260402054,0.303160888,0
2008,SC,5,0.615235393,0.301674997,0
2006,SC,6,0.296981618,0.54003966,1
2010,SC,6,0.416585106,0.529339215,1
2008,SC,6,0.63100406,0.53424441,1
2006,TN,0,0.390862674,0.156242331,1
2008,TN,0,0.62892185,0.155885357,0
2008,TN,1,0.347637505,0.020820804,0
2006,TN,1,0.1928756,0.020820804,0
2010,TN,1,0.137135474,0.020820804,0
2010,TN,2,0.187047376,0.05834776,0
2008,TN,2,0.475610145,0.05834776,0
2006,TN,2,0.311167293,0.057138784,0
2008,TN,3,0.610604805,0.104190045,0
2010,TN,3,0.286439655,0.107272294,0
2006,TN,3,0.375950702,0.10494375,0
2008,TN,4,0.553546521,0.037659753,0
2010,TN,4,0.300304799,0.037659753,0
2006,TN,4,0.327840058,0.037659753,0
2006,TN,5,0.410625457,0.239008473,0
2008,TN,5,0.678221648,0.238854815,0
2010,TN,5,0.346421929,0.244148491,0
2010,TN,6,0.282818604,0.071462559,0
2006,TN,6,0.310370295,0.071303663,0
2008,TN,6,0.597259716,0.071303663,0
2006,TN,7,0.456565021,0.126770827,0
2010,TN,7,0.330378193,0.145707758,0
2008,TN,7,0.694447829,0.135279476,0
2008,TN,8,0.568160413,0.219468485,0
2010,TN,8,0.285224533,0.219468485,0
2006,TN,8,0.326344937,0.219468485,0
2010,TN,9,0.296957221,0.639044036,1
2008,TN,9,0.650585094,0.63306729,0
2006,TN,9,0.413355244,0.626477832,0
2006,TX,0,0.198283464,0.128411754,0
2008,TX,0,0.523616828,0.125324077,0
2010,TX,1,0.233678932,0.184448708,0
2006,TX,1,0.154545156,0.184448708,0
2008,TX,1,0.428699679,0.184448708,0
2006,TX,2,0.20388601,0.221452438,0
2010,TX,2,0.280216092,0.23300658,0
2008,TX,2,0.544276089,0.201704909,0
2010,TX,3,0.25944754,0.11744715,0
2008,TX,3,0.601680118,0.104636622,0
2006,TX,3,0.194788355,0.117069813,0
2010,TX,4,0.257185316,0.107476493,0
2006,TX,4,0.23075443,0.102121419,0
2008,TX,4,0.524170074,0.102274399,0
2006,TX,5,0.166139055,0.142376022,0
2010,TX,5,0.212217854,0.156032229,0
2008,TX,5,0.46596038,0.142635354,0
2006,TX,6,0.224541337,0.16440366,0
2008,TX,6,0.637906983,0.151489355,0
2010,TX,6,0.292055241,0.172787393,0
2010,TX,7,0.292940996,0.092047675,0
2008,TX,7,0.494067182,0.096856875,0
2006,TX,7,0.163166227,0.096940467,0
2010,TX,8,0.243793531,0.083963427,0
2006,TX,8,0.172007862,0.083963427,0
2008,TX,8,0.376509999,0.088336307,0
2010,TX,9,0.309852433,0.511912518,1
2008,TX,9,0.551025615,0.488243883,1
2006,TX,9,0.201928942,0.498781712,1
2006,TX,10,0.181758304,0.11693422,0
2010,TX,10,0.272892502,0.119058513,0
2008,TX,10,0.513182608,0.120835317,0
2008,TX,11,0.311007629,0.041710921,0
2010,TX,11,0.137273358,0.041710921,0
2006,TX,11,0.102893094,0.041710921,0
2010,TX,12,0.223739117,0.070969075,0
2008,TX,12,0.532170187,0.062861013,0
2006,TX,12,0.197907889,0.066896036,0
2010,TX,13,0.147020117,0.056645247,0
2006,TX,13,0.143437699,0.060715811,0
2008,TX,13,0.290799469,0.063625921,0
2008,TX,14,0.477394122,0.087932366,0
2006,TX,14,0.205727204,0.097179558,0
2010,TX,14,0.256957132,0.098360129,0
2008,TX,15,0.159915992,0.023741402,0
2010,TX,15,0.085108511,0.023741402,0
2006,TX,16,0.077490775,0.036422595,0
2008,TX,16,0.25601268,0.037539484,0
2010,TX,16,0.079726109,0.038500068,0
2008,TX,17,0.383207362,0.096485968,0
2006,TX,17,0.092483835,0.097653995,0
2010,TX,17,0.214413188,0.102500226,0
2008,TX,18,0.53202567,0.49160507,1
2006,TX,18,0.199212702,0.482436463,1
2010,TX,18,0.315687676,0.473962031,1
2006,TX,19,0.128150395,0.055967639,0
2008,TX,19,0.267457394,0.053156968,0
2010,TX,19,0.115417743,0.055967639,0
2006,TX,20,0.105222865,0.07957294,0
2008,TX,20,0.341204472,0.073343731,0
2010,TX,20,0.112659698,0.085690021,0
2010,TX,21,0.203594143,0.065258623,0
2008,TX,21,0.489163327,0.06317568,0
2006,TX,22,0.250213783,0.145166443,0
2010,TX,22,0.336783615,0.155702445,1
2008,TX,22,0.635409854,0.134836173,0
2008,TX,23,0.401196873,0.033320718,0
2010,TX,23,0.17062635,0.034551115,0
2006,TX,24,0.237441538,0.145002889,0
2010,TX,24,0.317992096,0.148396682,0
2008,TX,24,0.646951937,0.136369822,0
2010,TX,25,0.213895858,0.085144099,0
2008,TX,25,0.441397489,0.084497769,0
2010,TX,26,0.298177163,0.139822844,0
2006,TX,26,0.236802223,0.143886722,0
2008,TX,26,0.584079157,0.145535592,0
2008,TX,27,0.238507608,0.028111015,0
2006,TX,27,0.100194238,0.028111015,0
2010,TX,27,0.10893493,0.028111015,0
2008,TX,28,0.416540975,0.018925599,0
2010,TX,28,0.213926596,0.018925599,0
2006,TX,29,0.136105726,0.140733446,0
2008,TX,29,0.396953324,0.153206705,0
2010,TX,29,0.240829833,0.140156698,0
2008,TX,30,0.611159083,0.508568394,1
2006,TX,30,0.273136942,0.518462782,1
2010,TX,30,0.329951845,0.508170892,1
2008,TX,31,0.437337662,0.125744188,0
2006,TX,31,0.152293397,0.123527297,0
2010,TX,31,0.153103745,0.122166462,0
2006,TX,32,0.162121629,0.093269085,0
2008,TX,32,0.502576422,0.081672463,0
2010,TX,32,0.208593144,0.092009305,0
2010,UT,0,0.420164199,0.007348766,0
2006,UT,0,0.422230082,0.006941316,0
2006,UT,1,0.246654501,0.011884216,0
2010,UT,1,0.279507941,0.010988447,0
2008,UT,1,0.567252371,0.011340512,0
2010,WA,0,0.331283726,0.033093743,0
2006,WA,0,0.265308374,0.030335756,0
2006,WA,1,0.206668408,0.023276926,0
2010,WA,1,0.35525349,0.020952927,0
2008,WA,1,0.525345168,0.021135303,0
2006,WA,2,0.249032882,0.011869186,0
2008,WA,2,0.498007968,0.012203788,0
2010,WA,2,0.325425621,0.01301253,0
2008,WA,3,0.456724559,0.012705088,0
2006,WA,3,0.252975692,0.011155162,0
2010,WA,3,0.331987891,0.012863972,0
2010,WA,4,0.271456227,0.010218189,0
2008,WA,4,0.379436438,0.010218189,0
2006,WA,4,0.221553022,0.010218189,0
2006,WA,5,0.241091138,0.012348011,0
2010,WA,5,0.246969697,0.013441258,0
2008,WA,5,0.354697742,0.013095697,0
2006,WA,6,0.213928715,0.052885645,0
2008,WA,6,0.481944497,0.051422807,0
2010,WA,6,0.302361453,0.051182042,0
2008,WA,7,0.607294849,0.070572244,0
2006,WA,7,0.355896019,0.066285006,0
2010,WA,7,0.417292632,0.070257059,0
2010,WA,8,0.269323477,0.034862159,0
2008,WA,8,0.591933765,0.02327929,0
2006,WA,8,0.27620784,0.023924612,0
2006,WA,9,0.219770909,0.066520398,0
2010,WA,9,0.294794863,0.075093028,0
2008,WA,9,0.502485774,0.066320531,0
2010,WI,0,0.426564696,0.054289346,0
2006,WI,0,0.367502266,0.050612494,0
2010,WI,1,0.26805636,0.0488139,0
2006,WI,1,0.230739071,0.048837512,0
2008,WI,1,0.493118996,0.048837512,0
2008,WI,2,0.639705035,0.031567576,0
2006,WI,2,0.340088664,0.029610044,0
2010,WI,2,0.325128425,0.033748935,0
2006,WI,4,0.403226264,0.329790591,1
2010,WI,4,0.488180248,0.338407719,1
2008,WI,4,0.777784638,0.326769094,1
2006,WI,5,0.33112708,0.020233636,0
2008,WI,5,0.527515129,0.020233636,0
2010,WI,5,0.387102874,0.020233636,0
2008,WI,6,0.203404465,0.015313881,0
2006,WI,6,0.125077094,0.015313881,0
2010,WI,6,0.125940545,0.015313881,0
2006,WV,0,0.267175573,0.031945725,0
2008,WV,0,0.534679657,0.032781234,0
2010,WV,0,0.350476761,0.029821059,0
2008,WV,1,0.38736863,0.020884063,0
2006,WV,1,0.195022804,0.020884063,0
2010,WV,1,0.245389649,0.020884063,0
2010,WV,2,0.433888813,0.029350626,0
2008,WV,2,0.671096758,0.032590919,0
2006,WV,2,0.297975407,0.032590919,0
2006,WV,3,0.286847249,0.038633157,0
2010,WV,3,0.344764032,0.038633157,0
2008,WV,3,0.544987434,0.038633157,0
