"age","female","voted_gen_14","voted_gen_12","treat_ind","racename","democrat","therm_trans_t0","therm_trans_t1","therm_trans_t2","therm_trans_t3","therm_trans_t4","therm_obama_t0","therm_obama_t1","therm_obama_t2","therm_obama_t4"
27,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
65,1,1,1,1,"Caucasian",0,10,NA,NA,NA,NA,0,NA,NA,NA
33,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
44,1,1,0,0,"Hispanic",1,52,NA,NA,NA,NA,91,NA,NA,NA
47,1,0,1,1,"Hispanic",1,100,NA,NA,NA,NA,60,NA,NA,NA
21,0,1,1,1,"Hispanic",0,100,NA,100,NA,NA,5,NA,10,NA
53,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
46,1,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
73,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,21,NA,NA,NA
71,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
46,0,1,1,1,"Caucasian",1,88,NA,NA,NA,NA,80,NA,NA,NA
52,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,60,NA,NA,NA
22,0,1,1,0,"Hispanic",0,46,64,67,60,50,71,68,83,50
54,1,1,1,0,"Hispanic",1,70,NA,NA,NA,NA,80,NA,NA,NA
85,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,92,NA,NA,NA
37,1,1,1,0,"Hispanic",1,82,NA,NA,NA,NA,100,NA,NA,NA
42,1,1,1,0,"Hispanic",0,59,NA,NA,NA,NA,7,NA,NA,NA
27,1,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
38,1,1,1,1,"Hispanic",0,50,50,NA,NA,NA,0,50,NA,NA
70,0,1,1,1,"Hispanic",0,0,13,0,0,NA,50,50,82,NA
59,1,1,1,1,"Hispanic",0,52,50,3,0,NA,52,50,50,NA
33,1,0,1,1,"Caucasian",0,89,90,87,97,90,90,100,50,50
32,0,1,1,1,"Caucasian",0,50,50,50,40,NA,70,65,60,NA
36,1,1,0,1,"Caucasian",0,100,NA,NA,NA,NA,81,NA,NA,NA
50,0,1,1,1,"Hispanic",0,65,NA,NA,NA,NA,72,NA,NA,NA
34,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,5,NA,NA,NA
25,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
73,0,1,1,1,"Hispanic",0,0,0,0,0,20,0,33,37,35
67,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,90,NA,NA,NA
64,0,0,1,1,"Hispanic",1,52,NA,NA,NA,NA,100,NA,NA,NA
20,1,0,0,1,"Hispanic",0,5,0,0,NA,NA,2,0,50,NA
54,0,1,1,1,"Hispanic",0,0,0,0,NA,NA,1,0,0,NA
54,1,1,0,1,"Hispanic",0,3,NA,NA,NA,NA,8,NA,NA,NA
39,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
55,1,1,1,0,"Caucasian",1,96,89,96,93,NA,94,97,50,NA
60,0,1,1,0,"Hispanic",0,50,50,60,78,50,95,99,92,91
67,0,1,1,1,"Caucasian",1,60,70,61,50,61,8,1,7,4
21,1,1,1,0,"Hispanic",0,32,NA,NA,NA,NA,27,NA,NA,NA
38,1,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,61,NA,NA,NA
70,1,0,1,0,"Hispanic",1,54,NA,NA,NA,NA,67,NA,NA,NA
74,0,0,1,1,"Caucasian",0,0,50,29,50,30,19,27,8,20
48,1,1,1,1,"Hispanic",0,50,81,83,83,NA,0,7,50,NA
50,0,1,1,1,"Hispanic",1,20,52,50,50,50,50,51,50,50
40,0,0,0,1,"Hispanic",0,50,100,100,100,NA,50,50,50,NA
46,1,0,1,1,"Hispanic",0,50,100,88,100,100,50,50,50,50
53,0,1,1,1,"Hispanic",1,83,NA,NA,NA,NA,82,NA,NA,NA
20,0,0,0,1,"Hispanic",0,73,NA,NA,NA,NA,70,NA,NA,NA
51,0,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
34,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,75,NA,NA,NA
53,1,0,0,0,"Caucasian",1,42,NA,NA,NA,NA,43,NA,NA,NA
30,0,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,84,NA,NA,NA
34,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,86,NA,NA,NA
74,0,1,1,1,"Caucasian",1,50,96,50,91,70,71,98,71,100
40,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,21,NA,NA,NA
29,0,1,1,0,"Hispanic",0,63,NA,NA,NA,NA,0,NA,NA,NA
32,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
64,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
26,1,0,0,1,"Hispanic",0,93,100,100,100,100,84,100,100,100
54,1,1,1,0,"Hispanic",0,50,50,NA,50,NA,8,40,NA,NA
44,0,0,1,1,"Caucasian",0,80,75,90,85,80,39,50,50,50
78,1,1,1,1,"Caucasian",1,50,50,50,50,50,50,50,50,50
79,0,1,1,1,"Caucasian",1,50,50,50,50,50,50,50,50,50
79,1,1,1,0,"Hispanic",0,21,50,50,45,0,39,20,50,0
39,1,1,1,0,"Caucasian",0,50,50,50,55,NA,38,50,38,NA
52,1,0,1,0,"Hispanic",0,42,NA,NA,NA,NA,100,NA,NA,NA
62,0,0,1,0,"Hispanic",1,4,NA,NA,NA,NA,100,NA,NA,NA
33,0,0,0,0,"Hispanic",0,16,NA,NA,NA,NA,95,NA,NA,NA
22,1,0,1,0,"Hispanic",1,96,NA,NA,NA,NA,93,NA,NA,NA
36,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
58,0,1,1,1,"Hispanic",0,50,44,50,40,NA,100,80,73,NA
49,1,1,1,1,"Hispanic",0,52,50,82,50,50,49,50,50,50
19,1,1,0,1,"Hispanic",0,65,60,90,80,NA,50,50,60,NA
43,1,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,93,NA,NA,NA
49,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,53,NA,NA,NA
27,1,0,0,1,"Hispanic",0,100,100,100,100,100,100,100,100,50
68,0,1,0,1,"Hispanic",0,50,100,100,50,100,100,100,100,100
66,0,0,0,1,"Hispanic",0,50,NA,50,50,NA,50,NA,50,NA
43,0,0,0,1,"Hispanic",1,50,NA,50,50,50,75,NA,50,50
42,1,0,1,1,"Caucasian",0,50,50,50,50,NA,72,50,45,NA
45,1,1,1,0,"Hispanic",0,50,71,NA,85,56,8,35,NA,11
19,0,1,0,0,"Hispanic",0,100,85,NA,NA,NA,18,50,NA,NA
82,1,1,1,0,"Hispanic",0,50,50,41,NA,NA,8,21,23,NA
51,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
72,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
72,0,1,1,1,"Caucasian",0,95,85,75,80,NA,39,30,50,NA
21,1,0,1,1,"Hispanic",0,99,NA,NA,NA,NA,92,NA,NA,NA
51,0,0,1,1,"Caucasian",1,29,NA,NA,NA,NA,30,NA,NA,NA
52,0,0,0,1,"Caucasian",0,0,NA,NA,NA,NA,50,NA,NA,NA
52,1,1,1,0,"Hispanic",0,50,50,69,50,50,10,6,50,50
60,1,0,1,1,"Caucasian",1,49,NA,NA,NA,NA,71,NA,NA,NA
57,0,1,1,1,"Caucasian",0,75,85,95,60,62,50,60,45,62
73,1,1,1,0,"Caucasian",0,50,85,92,50,100,5,19,50,50
65,0,1,1,0,"Hispanic",0,61,50,75,50,50,93,72,82,65
30,1,1,1,0,"Caucasian",0,78,82,50,65,64,60,50,58,73
30,0,1,1,0,"Hispanic",0,71,75,80,50,NA,77,85,75,NA
49,1,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
56,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
66,1,1,1,1,"Caucasian",1,100,100,100,96,NA,100,100,100,NA
61,0,1,1,1,"Caucasian",1,100,50,90,85,79,100,100,100,50
66,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,98,NA,NA,NA
25,1,0,0,0,"Hispanic",0,73,NA,NA,NA,NA,90,NA,NA,NA
64,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
80,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
70,0,1,1,1,"Hispanic",0,76,NA,NA,NA,NA,0,NA,NA,NA
61,0,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,90,NA,NA,NA
17,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
71,1,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,83,NA,NA,NA
42,1,1,1,0,"Hispanic",0,50,100,95,95,NA,70,77,55,NA
33,1,0,1,0,"Hispanic",0,85,50,50,50,NA,0,0,50,NA
33,0,0,1,0,"Hispanic",0,35,30,50,40,35,0,0,0,0
35,0,1,1,0,"Caucasian",1,63,NA,NA,NA,NA,68,NA,NA,NA
51,0,1,1,0,"Hispanic",0,50,50,NA,NA,50,0,0,NA,50
75,0,0,0,0,"Hispanic",0,50,50,NA,50,NA,84,97,NA,NA
53,1,1,1,0,"Caucasian",0,20,28,7,0,0,0,0,50,50
27,1,1,1,0,"Hispanic",0,50,31,18,0,0,19,20,10,33
77,1,1,1,0,"Hispanic",0,0,0,0,0,0,0,0,0,50
29,1,0,0,0,"Hispanic",0,95,77,70,84,75,0,50,0,50
65,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
61,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
42,0,0,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
40,1,0,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
68,1,1,1,1,"Asian",1,50,NA,NA,NA,NA,92,NA,NA,NA
51,1,1,1,1,"Hispanic",1,25,NA,NA,NA,NA,73,NA,NA,NA
27,1,0,0,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
55,0,1,1,1,"Caucasian",1,0,NA,NA,NA,NA,0,NA,NA,NA
57,1,0,1,1,"Caucasian",1,19,NA,NA,NA,NA,0,NA,NA,NA
33,0,1,1,1,"Hispanic",0,0,0,0,0,0,0,0,50,0
61,1,0,0,0,"Caucasian",0,60,73,70,80,76,60,50,60,100
22,0,0,1,1,"Caucasian",0,50,39,50,50,NA,27,26,28,NA
49,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,8,NA,NA,NA
29,1,1,0,0,"Caucasian",1,63,83,62,62,NA,60,50,50,NA
53,1,0,1,0,"Caucasian",1,80,100,100,100,100,0,50,50,50
44,0,1,0,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
67,0,1,1,1,"Hispanic",1,0,NA,NA,NA,NA,99,NA,NA,NA
42,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,70,NA,NA,NA
67,0,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,19,NA,NA,NA
68,1,1,1,1,"Caucasian",1,57,NA,NA,NA,NA,51,NA,NA,NA
55,0,1,0,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
64,0,1,1,1,"Caucasian",0,31,28,50,35,16,29,21,50,50
62,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,65,NA,NA,NA
57,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
71,0,1,1,1,"Caucasian",1,29,50,50,50,50,0,0,7,50
22,0,0,0,1,"Hispanic",0,53,NA,NA,NA,NA,64,NA,NA,NA
46,1,1,1,0,"Hispanic",0,50,46,50,50,NA,100,100,100,NA
55,0,1,1,0,"Caucasian",0,16,23,29,26,19,73,68,74,71
30,1,1,1,0,"Caucasian",1,58,NA,NA,NA,NA,80,NA,NA,NA
31,0,1,0,0,"Hispanic",1,0,NA,NA,NA,NA,29,NA,NA,NA
50,0,0,1,0,"Caucasian",0,100,100,NA,NA,NA,0,0,NA,NA
26,0,0,1,0,"Hispanic",0,100,100,NA,NA,NA,0,50,NA,NA
27,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
65,1,0,0,0,"Hispanic",0,18,50,0,10,NA,0,2,0,NA
77,0,0,0,0,"Caucasian",0,0,0,0,0,NA,7,0,50,NA
30,0,0,0,0,"Caucasian",0,20,50,0,0,NA,0,50,0,NA
72,1,1,1,0,"Hispanic",0,28,20,0,50,NA,0,0,0,NA
46,0,1,1,0,"Hispanic",0,50,51,0,50,50,0,0,0,0
74,0,1,1,0,"Hispanic",0,0,50,NA,NA,NA,0,0,NA,NA
28,1,1,1,0,"Caucasian",1,100,100,NA,100,95,89,77,NA,50
58,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
64,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
20,0,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
45,0,0,0,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
63,1,0,0,1,"Caucasian",0,100,NA,NA,NA,NA,50,NA,NA,NA
49,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,92,NA,NA,NA
31,0,0,0,1,"Hispanic",0,89,NA,NA,NA,NA,50,NA,NA,NA
58,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,33,NA,NA,NA
48,1,1,1,1,"Caucasian",1,50,50,50,50,NA,50,50,50,NA
32,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,55,NA,NA,NA
67,1,0,0,0,"Hispanic",0,82,NA,NA,NA,NA,50,NA,NA,NA
28,0,1,1,1,"Hispanic",1,3,NA,NA,NA,NA,0,NA,NA,NA
60,1,0,0,1,"Hispanic",0,1,NA,NA,NA,NA,0,NA,NA,NA
61,1,1,1,0,"Caucasian",0,0,NA,NA,NA,NA,0,NA,NA,NA
64,0,1,1,0,"Caucasian",0,0,NA,NA,NA,NA,0,NA,NA,NA
48,0,0,1,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
20,0,0,0,0,"Hispanic",0,41,NA,NA,NA,NA,24,NA,NA,NA
59,1,1,1,0,"Hispanic",1,77,50,100,72,50,100,100,100,50
40,0,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
38,1,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,75,NA,NA,NA
47,0,1,1,1,"Caucasian",0,33,NA,NA,NA,NA,30,NA,NA,NA
45,1,1,1,0,"Caucasian",0,75,NA,NA,NA,NA,66,NA,NA,NA
53,1,0,0,0,"Hispanic",0,35,NA,NA,NA,NA,32,NA,NA,NA
62,1,1,1,1,"Caucasian",0,50,50,50,50,50,72,50,50,50
66,1,1,1,1,"Caucasian",1,71,NA,NA,NA,NA,49,NA,NA,NA
26,0,1,0,1,"Caucasian",1,100,NA,NA,NA,NA,50,NA,NA,NA
59,1,1,1,0,"Hispanic",0,50,50,71,70,66,50,50,7,50
71,1,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,8,NA,NA,NA
82,1,1,1,0,"Caucasian",0,77,NA,NA,NA,NA,30,NA,NA,NA
53,1,0,1,1,"Hispanic",1,99,100,100,100,NA,100,50,100,NA
30,0,0,1,1,"Hispanic",1,100,100,53,100,NA,100,100,100,NA
48,0,0,0,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
26,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,5,NA,NA,NA
37,1,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,62,NA,NA,NA
37,0,1,1,1,"Hispanic",1,8,NA,NA,NA,NA,10,NA,NA,NA
42,1,0,1,1,"Hispanic",0,13,NA,NA,NA,NA,28,NA,NA,NA
51,1,0,0,1,"Hispanic",0,57,90,84,95,83,79,67,50,50
49,0,1,1,1,"Hispanic",0,50,50,50,50,NA,14,0,50,NA
49,1,1,1,1,"Hispanic",0,17,50,50,50,NA,62,50,19,NA
19,0,0,0,1,"Hispanic",0,0,16,9,50,12,38,46,42,38
42,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
32,1,1,1,1,"Hispanic",0,0,NA,NA,NA,50,0,NA,NA,50
59,1,1,1,1,"Hispanic",0,0,0,NA,NA,NA,0,0,NA,NA
65,0,1,1,1,"Hispanic",0,7,NA,NA,NA,NA,8,NA,NA,NA
31,1,0,1,1,"Hispanic",0,90,NA,NA,NA,NA,71,NA,NA,NA
18,0,0,0,1,"Hispanic",0,50,100,100,100,NA,50,100,50,NA
49,0,1,1,1,"Hispanic",0,50,60,85,50,70,3,30,10,0
40,1,0,1,1,"Hispanic",0,47,50,50,50,17,0,0,0,0
54,1,0,0,1,"Hispanic",0,50,50,0,50,0,0,50,0,50
24,1,0,1,1,"Hispanic",0,69,NA,NA,NA,NA,50,NA,NA,NA
42,1,0,0,1,"Hispanic",0,38,NA,NA,NA,NA,40,NA,NA,NA
72,0,1,1,1,"Caucasian",0,50,50,53,11,17,50,37,35,50
40,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,8,NA,NA,NA
80,0,1,1,1,"Caucasian",1,50,50,14,50,50,2,17,8,50
50,0,0,1,1,"Caucasian",1,0,12,0,0,NA,56,71,48,NA
20,0,0,0,0,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
48,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
58,1,1,1,1,"Hispanic",0,70,NA,NA,NA,NA,90,NA,NA,NA
57,0,1,1,1,"Hispanic",0,40,NA,NA,NA,NA,60,NA,NA,NA
23,1,0,1,0,"Hispanic",0,50,50,58,40,NA,63,50,44,NA
50,1,1,0,0,"Caucasian",1,50,NA,NA,NA,NA,83,NA,NA,NA
19,0,1,0,0,"Hispanic",1,33,NA,NA,NA,NA,68,NA,NA,NA
20,0,0,0,0,"Hispanic",1,0,NA,NA,NA,NA,100,NA,NA,NA
49,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,7,NA,NA,NA
30,1,0,1,0,"Hispanic",0,4,50,50,50,30,0,20,19,50
71,1,1,1,0,"Hispanic",1,1,NA,NA,NA,NA,0,NA,NA,NA
39,0,0,0,0,"Hispanic",0,23,NA,NA,NA,NA,0,NA,NA,NA
53,0,1,1,1,"Hispanic",0,50,50,50,50,100,10,50,50,50
66,1,1,1,1,"Hispanic",0,10,0,12,29,28,10,0,11,0
69,0,1,1,1,"Caucasian",0,60,75,50,50,50,71,68,62,50
85,1,1,1,0,"Hispanic",0,23,NA,NA,NA,NA,7,NA,NA,NA
50,0,0,0,1,"Caucasian",0,70,NA,NA,NA,NA,100,NA,NA,NA
23,1,0,1,0,"Hispanic",1,50,80,80,93,NA,100,100,100,NA
71,1,1,1,0,"Hispanic",0,0,0,0,0,NA,0,0,0,NA
41,0,0,0,0,"Hispanic",0,0,0,0,0,NA,0,50,0,NA
70,0,1,1,0,"Hispanic",0,0,0,0,0,0,0,0,0,50
45,0,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
64,1,0,0,0,"Hispanic",0,0,NA,NA,NA,NA,88,NA,NA,NA
50,1,1,1,0,"Hispanic",0,94,NA,NA,NA,NA,61,NA,NA,NA
66,1,1,1,0,"Hispanic",0,50,50,50,50,50,9,11,11,50
43,1,1,1,1,"Hispanic",0,100,100,100,100,98,84,50,100,50
18,1,1,1,0,"Hispanic",0,75,NA,NA,NA,NA,84,NA,NA,NA
56,1,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,70,NA,NA,NA
40,0,0,0,1,"Caucasian",1,73,81,75,88,NA,73,61,78,NA
82,1,0,0,1,"Hispanic",1,26,95,74,76,68,74,85,87,91
60,1,1,1,0,"Hispanic",1,50,50,50,50,50,100,90,50,50
44,0,1,1,0,"Hispanic",1,50,NA,NA,50,50,100,NA,NA,50
59,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,19,NA,NA,NA
21,1,1,0,1,"Hispanic",0,100,NA,NA,NA,NA,97,NA,NA,NA
47,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
56,0,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
68,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,18,NA,NA,NA
25,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,73,NA,NA,NA
46,0,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,24,NA,NA,NA
21,0,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
51,1,0,0,0,"Caucasian",0,100,NA,NA,NA,NA,74,NA,NA,NA
44,0,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
52,0,1,1,1,"Hispanic",1,74,NA,NA,NA,NA,83,NA,NA,NA
52,0,1,1,1,"Hispanic",1,68,NA,NA,NA,NA,96,NA,NA,NA
22,1,0,1,1,"Hispanic",0,14,NA,NA,NA,NA,0,NA,NA,NA
59,0,1,1,0,"Hispanic",1,40,50,50,50,50,90,100,80,50
56,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
31,0,1,1,0,"Caucasian",0,0,NA,NA,NA,NA,0,NA,NA,NA
29,0,1,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
59,1,1,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
64,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
30,1,0,1,0,"Hispanic",0,49,NA,NA,NA,NA,0,NA,NA,NA
18,1,1,0,1,"Hispanic",1,50,NA,NA,NA,NA,60,NA,NA,NA
24,0,0,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
62,0,1,1,1,"Hispanic",0,26,NA,NA,NA,NA,14,NA,NA,NA
25,0,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,35,NA,NA,NA
56,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
29,1,0,0,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
57,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,70,NA,NA,NA
51,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,82,NA,NA,NA
67,0,1,1,0,"Hispanic",1,50,50,0,50,39,83,81,50,85
66,1,1,1,0,"Hispanic",0,50,50,50,50,NA,0,0,50,NA
41,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
49,0,1,1,0,"Hispanic",0,10,NA,NA,NA,NA,0,NA,NA,NA
43,1,0,0,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
20,1,1,0,1,"Hispanic",1,100,NA,NA,NA,NA,80,NA,NA,NA
59,1,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
21,0,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,90,NA,NA,NA
65,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,40,NA,NA,NA
83,1,0,0,1,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
54,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,1,NA,NA,NA
22,0,0,0,1,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
37,0,1,1,0,"Hispanic",0,50,52,56,50,50,75,50,80,50
48,1,0,0,1,"Hispanic",0,84,94,93,83,82,97,50,50,50
49,0,1,1,1,"Caucasian",1,100,98,NA,87,NA,92,100,NA,NA
41,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
24,0,0,0,0,"Caucasian",0,50,50,0,0,1,0,50,0,50
18,1,0,0,0,"Hispanic",1,22,2,NA,NA,41,98,100,NA,50
46,1,0,1,0,"Hispanic",1,50,50,0,50,0,50,32,50,0
19,0,0,0,0,"Hispanic",0,3,NA,NA,NA,NA,50,NA,NA,NA
25,1,1,1,1,"Hispanic",1,100,100,100,100,100,71,78,77,50
68,0,1,1,1,"Caucasian",0,23,10,NA,NA,NA,40,42,NA,NA
56,1,1,1,1,"Caucasian",1,71,67,65,79,50,93,82,50,99
79,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
67,1,0,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
24,1,1,1,0,"Hispanic",1,50,84,100,85,80,75,50,75,80
56,1,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
31,0,0,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
55,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
19,0,0,0,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
78,1,1,1,1,"Hispanic",1,50,50,50,50,50,100,50,94,50
56,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
61,0,1,1,0,"Caucasian",1,70,NA,NA,NA,NA,85,NA,NA,NA
19,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,80,NA,NA,NA
20,0,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,71,NA,NA,NA
80,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
23,1,1,1,0,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
18,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
26,1,0,0,1,"Hispanic",0,50,92,82,80,NA,69,89,85,NA
51,1,1,1,1,"Hispanic",0,50,50,84,78,NA,80,90,80,NA
51,0,0,0,1,"Hispanic",0,50,67,79,82,NA,49,50,57,NA
41,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
30,1,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,70,NA,NA,NA
29,1,1,1,0,"Hispanic",1,53,NA,NA,NA,NA,50,NA,NA,NA
33,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,80,NA,NA,NA
58,1,1,1,1,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
55,0,1,1,0,"Hispanic",0,50,50,50,50,50,0,0,0,0
