"age","female","voted_gen_14","voted_gen_12","treat_ind","racename","democrat","therm_trans_t0","therm_trans_t1","therm_trans_t2","therm_trans_t3","therm_trans_t4","therm_obama_t0","therm_obama_t1","therm_obama_t2","therm_obama_t4"
66,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,28,NA,NA,NA
55,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,7,NA,NA,NA
46,1,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,17,NA,NA,NA
50,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
69,0,1,1,0,"Caucasian",0,39,25,30,35,20,28,25,30,20
57,1,1,1,0,"Hispanic",0,43,41,27,20,50,26,44,46,25
24,0,0,1,0,"African American",0,50,NA,NA,NA,NA,83,NA,NA,NA
46,1,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,30,NA,NA,NA
53,0,1,1,0,"Hispanic",0,71,NA,NA,NA,NA,0,NA,NA,NA
20,1,1,0,0,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
51,1,1,1,0,"Hispanic",0,26,43,75,40,57,8,30,31,5
60,0,0,1,0,"Hispanic",0,50,34,38,44,NA,76,44,40,NA
58,0,0,0,0,"Hispanic",0,25,42,39,45,NA,61,56,55,NA
18,0,0,0,0,"Hispanic",1,45,30,40,45,40,70,75,60,50
41,0,0,0,1,"Hispanic",0,50,50,50,50,NA,29,50,40,NA
55,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
22,0,0,1,0,"African American",0,100,NA,NA,NA,NA,100,NA,NA,NA
20,0,1,1,0,"African American",0,100,NA,NA,NA,NA,100,NA,NA,NA
40,1,0,0,0,"Caucasian",0,90,NA,NA,NA,NA,90,NA,NA,NA
54,1,1,1,0,"Hispanic",0,75,NA,NA,NA,NA,100,NA,NA,NA
53,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,83,NA,NA,NA
55,0,1,1,0,"Caucasian",0,100,81,75,88,91,92,50,94,82
61,0,1,1,0,"Caucasian",1,83,100,100,100,NA,100,97,91,NA
20,0,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
53,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
22,1,0,1,0,"Hispanic",0,79,88,100,100,NA,64,61,75,NA
42,1,0,0,0,"Caucasian",1,87,NA,NA,NA,NA,77,NA,NA,NA
72,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,99,NA,NA,NA
40,1,1,1,0,"Hispanic",0,10,NA,NA,NA,NA,100,NA,NA,NA
22,0,1,1,1,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
28,1,1,1,1,"African American",1,89,NA,NA,NA,NA,75,NA,NA,NA
28,1,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
22,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,26,NA,NA,NA
60,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,10,NA,NA,NA
81,0,0,0,1,"Hispanic",0,77,NA,NA,NA,NA,100,NA,NA,NA
20,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
47,1,1,0,1,"Hispanic",0,1,NA,NA,NA,NA,50,NA,NA,NA
52,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
42,0,1,1,0,"Hispanic",1,86,50,NA,NA,NA,94,88,NA,NA
66,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
21,1,0,1,1,"Hispanic",0,100,NA,NA,NA,NA,75,NA,NA,NA
75,1,1,1,0,"African American",1,50,NA,NA,NA,NA,71,NA,NA,NA
60,0,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,0,NA,NA,NA
42,0,0,0,1,"Hispanic",0,7,NA,NA,NA,NA,75,NA,NA,NA
75,1,1,1,1,"Hispanic",1,0,NA,NA,NA,NA,81,NA,NA,NA
55,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,0,NA,NA,NA
21,1,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
56,0,1,0,1,"Hispanic",1,0,NA,NA,NA,NA,100,NA,NA,NA
51,1,1,0,1,"Caucasian",1,87,NA,NA,NA,NA,89,NA,NA,NA
58,1,1,1,1,"Hispanic",0,70,99,100,84,NA,100,100,100,NA
34,0,0,1,0,"Hispanic",0,50,50,50,50,50,50,50,100,50
37,1,0,1,0,"Hispanic",1,50,50,50,50,50,0,50,100,50
25,1,0,0,0,"Hispanic",0,100,100,NA,NA,NA,50,50,NA,NA
22,1,0,1,0,"Hispanic",0,60,NA,NA,NA,NA,30,NA,NA,NA
28,0,0,1,0,"Hispanic",0,26,NA,NA,NA,NA,0,NA,NA,NA
90,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,50,NA,NA,NA
37,0,1,1,0,"Asian",1,62,NA,NA,NA,NA,50,NA,NA,NA
60,1,1,1,0,"Hispanic",1,58,NA,NA,NA,NA,100,NA,NA,NA
66,0,1,1,0,"Hispanic",0,59,NA,NA,NA,NA,100,NA,NA,NA
23,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,70,NA,NA,NA
68,0,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,9,NA,NA,NA
32,0,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
75,1,1,1,0,"Hispanic",0,80,NA,NA,NA,NA,31,NA,NA,NA
46,0,0,1,1,"Hispanic",0,50,50,50,50,50,0,0,0,50
55,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
25,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,20,NA,NA,NA
56,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
55,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
28,1,0,0,0,"Hispanic",0,60,NA,NA,NA,NA,70,NA,NA,NA
20,1,0,0,1,"Hispanic",1,96,NA,NA,NA,NA,100,NA,NA,NA
58,1,1,1,1,"Caucasian",1,27,50,50,21,37,84,80,72,74
76,0,1,1,1,"Hispanic",0,99,NA,NA,NA,NA,91,NA,NA,NA
29,1,0,1,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
31,1,0,0,1,"Hispanic",0,44,NA,NA,NA,NA,50,NA,NA,NA
69,0,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,3,NA,NA,NA
56,1,1,1,1,"Hispanic",1,94,100,NA,100,96,98,50,NA,50
47,0,1,0,0,"Hispanic",0,50,50,20,17,50,0,0,20,50
43,1,1,0,0,"Hispanic",0,50,83,50,51,50,0,0,0,0
57,0,1,1,1,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
60,1,1,1,1,"Hispanic",1,95,NA,NA,NA,NA,100,NA,NA,NA
83,0,1,0,1,"Hispanic",0,36,40,45,34,29,35,39,44,30
20,1,0,1,1,"Hispanic",1,100,NA,NA,NA,NA,99,NA,NA,NA
49,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,59,NA,NA,NA
55,0,0,0,1,"Hispanic",0,49,NA,NA,NA,NA,16,NA,NA,NA
29,1,0,1,1,"Hispanic",0,50,60,40,10,NA,40,30,50,NA
65,1,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
64,0,1,1,1,"Caucasian",1,73,NA,NA,NA,NA,86,NA,NA,NA
50,0,0,1,0,"Caucasian",1,100,50,NA,79,NA,100,50,NA,NA
47,1,0,1,0,"Hispanic",0,23,50,NA,78,84,87,50,NA,41
20,1,0,0,0,"Hispanic",0,99,50,NA,50,NA,87,50,NA,NA
32,0,0,1,0,"Caucasian",0,50,50,65,80,NA,10,10,25,NA
36,1,0,1,0,"Caucasian",0,50,90,89,90,95,6,50,32,50
53,1,1,0,1,"Hispanic",0,42,50,50,50,NA,17,31,50,NA
19,1,0,0,1,"Hispanic",1,100,79,80,91,NA,72,50,50,NA
64,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,81,NA,NA,NA
40,0,0,0,1,"Hispanic",0,43,82,NA,55,NA,23,27,NA,NA
38,1,1,1,1,"Hispanic",0,2,NA,NA,NA,NA,0,NA,NA,NA
41,1,0,0,1,"Hispanic",0,37,66,50,50,62,50,50,50,64
59,1,1,1,0,"Hispanic",1,50,43,12,20,NA,60,50,14,NA
48,0,1,1,0,"Caucasian",0,47,41,40,50,26,0,50,24,25
56,0,1,1,0,"Hispanic",0,100,50,50,100,NA,100,100,100,NA
73,0,1,1,0,"Hispanic",0,88,100,100,50,100,91,100,100,100
65,0,1,1,0,"African American",1,62,NA,NA,NA,NA,100,NA,NA,NA
54,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,28,NA,NA,NA
64,1,1,1,1,"Caucasian",1,22,NA,NA,NA,NA,31,NA,NA,NA
59,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
62,1,1,1,0,"African American",1,50,50,NA,53,NA,100,100,NA,NA
28,1,0,1,0,"Hispanic",0,76,NA,NA,NA,NA,14,NA,NA,NA
38,0,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,30,NA,NA,NA
37,1,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,40,NA,NA,NA
54,0,1,1,1,"African American",1,50,50,50,NA,NA,100,87,82,NA
56,1,1,1,1,"African American",1,65,73,60,76,78,100,100,81,90
18,0,0,0,1,"Hispanic",0,60,NA,NA,NA,NA,60,NA,NA,NA
54,0,0,1,1,"Hispanic",0,54,NA,NA,NA,NA,54,NA,NA,NA
57,0,1,1,1,"Hispanic",1,73,NA,NA,NA,NA,80,NA,NA,NA
66,0,0,1,0,"Hispanic",1,50,60,50,61,50,82,50,69,50
50,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
75,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,92,NA,NA,NA
78,0,1,1,0,"Hispanic",0,11,NA,NA,NA,NA,10,NA,NA,NA
49,0,0,1,0,"Hispanic",0,50,50,50,48,NA,0,4,0,NA
71,1,1,1,0,"Hispanic",0,50,50,50,50,NA,0,0,0,NA
78,0,1,1,0,"Hispanic",0,50,50,50,50,50,0,0,0,0
58,0,1,1,1,"Hispanic",1,73,85,100,50,90,100,100,100,50
63,0,1,1,0,"Asian",0,25,NA,NA,NA,NA,75,NA,NA,NA
16,1,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
82,0,1,1,1,"Hispanic",0,29,NA,NA,NA,NA,0,NA,NA,NA
51,0,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,70,NA,NA,NA
32,1,1,0,1,"Hispanic",0,50,NA,NA,NA,NA,72,NA,NA,NA
67,0,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
20,0,0,0,0,"Caucasian",0,100,NA,NA,NA,NA,82,NA,NA,NA
45,0,1,0,0,"Caucasian",0,58,NA,NA,NA,NA,70,NA,NA,NA
65,1,1,1,0,"Hispanic",0,50,10,0,5,0,0,50,1,50
68,0,1,1,0,"Hispanic",0,50,0,10,10,0,0,2,0,0
55,1,0,0,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
91,1,1,1,0,"Hispanic",0,55,NA,NA,NA,NA,95,NA,NA,NA
58,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,84,NA,NA,NA
39,1,1,1,0,"Hispanic",1,38,NA,NA,NA,NA,77,NA,NA,NA
60,1,1,1,0,"Hispanic",0,50,50,50,50,60,71,71,50,50
21,1,1,1,0,"Hispanic",1,100,92,64,60,50,92,86,79,50
19,1,1,0,0,"Hispanic",1,62,80,69,71,NA,81,73,50,NA
34,0,0,1,0,"Hispanic",0,13,NA,NA,NA,NA,0,NA,NA,NA
34,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
68,0,1,1,1,"Hispanic",0,50,50,50,50,50,5,20,27,50
60,1,1,1,0,"Hispanic",1,82,92,89,96,50,100,100,50,50
45,1,0,1,0,"Hispanic",0,40,45,NA,NA,NA,50,50,NA,NA
44,0,0,0,1,"Caucasian",0,79,NA,NA,NA,NA,88,NA,NA,NA
45,1,0,0,1,"Caucasian",0,100,NA,NA,NA,NA,95,NA,NA,NA
32,0,0,0,1,"Hispanic",0,49,NA,NA,NA,NA,50,NA,NA,NA
66,1,1,1,1,"Hispanic",1,50,50,90,86,100,100,50,100,100
62,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
29,1,1,1,0,"Hispanic",0,20,NA,NA,NA,NA,10,NA,NA,NA
68,1,1,1,0,"Hispanic",1,36,NA,NA,NA,NA,84,NA,NA,NA
22,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
64,0,1,1,1,"Hispanic",0,50,50,50,81,50,9,7,7,19
55,0,1,1,1,"Caucasian",1,94,100,NA,50,50,50,6,NA,50
39,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,75,NA,NA,NA
19,1,0,0,1,"Hispanic",0,85,NA,NA,NA,NA,50,NA,NA,NA
51,0,1,0,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
54,0,1,1,0,"Hispanic",0,23,45,32,42,50,0,0,0,0
44,1,1,1,0,"Hispanic",1,50,50,50,79,NA,83,96,70,NA
72,1,0,1,0,"Caucasian",1,50,NA,NA,NA,NA,90,NA,NA,NA
46,1,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,81,NA,NA,NA
54,0,1,1,1,"Hispanic",0,40,50,50,50,50,25,16,25,30
23,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
18,0,0,0,0,"Hispanic",0,75,NA,NA,NA,NA,75,NA,NA,NA
54,1,0,1,1,"Hispanic",0,38,NA,NA,NA,NA,71,NA,NA,NA
55,1,0,0,1,"Hispanic",0,28,NA,NA,NA,NA,17,NA,NA,NA
46,1,0,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
65,1,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
20,1,0,0,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
21,0,0,1,0,"Hispanic",0,100,50,67,63,32,94,70,60,50
20,1,0,1,0,"Hispanic",1,79,100,100,100,NA,100,100,50,NA
44,1,0,1,0,"Hispanic",1,92,50,NA,NA,NA,84,50,NA,NA
27,0,1,1,0,"Hispanic",0,21,16,40,27,NA,60,50,75,NA
58,1,0,0,0,"Hispanic",0,0,27,NA,NA,NA,50,50,NA,NA
75,1,1,1,1,"African American",1,90,82,100,50,100,95,100,100,100
21,1,0,1,0,"Hispanic",0,73,NA,NA,NA,NA,77,NA,NA,NA
77,0,1,1,1,"Caucasian",1,100,97,99,35,89,100,98,50,50
50,0,1,1,1,"Caucasian",1,90,NA,NA,NA,NA,100,NA,NA,NA
72,1,1,1,1,"Caucasian",1,67,NA,NA,NA,NA,92,NA,NA,NA
61,1,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,50,NA,NA,NA
25,0,1,1,0,"Hispanic",0,50,41,50,53,50,87,82,77,79
86,1,0,0,1,"Hispanic",0,56,NA,NA,NA,NA,53,NA,NA,NA
60,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,4,NA,NA,NA
64,1,1,1,0,"Caucasian",0,53,NA,NA,NA,NA,50,NA,NA,NA
38,0,0,1,0,"Caucasian",0,60,NA,NA,NA,NA,59,NA,NA,NA
22,0,1,0,0,"Hispanic",0,20,NA,NA,22,NA,19,NA,NA,NA
27,0,0,0,0,"Hispanic",0,30,NA,NA,NA,NA,80,NA,NA,NA
55,1,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,20,NA,NA,NA
85,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
45,1,0,0,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
18,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,39,NA,NA,NA
53,0,0,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
73,1,1,1,0,"Hispanic",0,12,40,71,50,84,40,41,81,83
27,1,0,0,1,"Hispanic",0,80,NA,NA,NA,NA,77,NA,NA,NA
80,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
81,1,0,0,0,"Hispanic",0,41,NA,NA,NA,NA,50,NA,NA,NA
37,1,0,1,0,"Hispanic",0,19,NA,NA,NA,NA,22,NA,NA,NA
28,1,1,0,1,"Hispanic",0,100,100,92,92,80,29,50,14,50
21,1,0,1,0,"Hispanic",0,74,NA,NA,NA,NA,50,NA,NA,NA
26,1,0,0,1,"Hispanic",1,32,NA,NA,NA,NA,50,NA,NA,NA
64,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,9,NA,NA,NA
70,1,1,1,1,"Caucasian",1,76,NA,NA,NA,NA,73,NA,NA,NA
40,0,1,1,0,"Hispanic",0,100,100,100,100,NA,0,0,0,NA
66,1,1,1,0,"Hispanic",0,50,50,50,0,NA,0,0,0,NA
57,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,7,NA,NA,NA
60,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,20,NA,NA,NA
31,1,1,0,0,"Caucasian",0,85,NA,NA,NA,NA,50,NA,NA,NA
31,0,1,1,0,"Caucasian",0,42,NA,NA,NA,NA,20,NA,NA,NA
20,1,0,1,0,"Hispanic",1,100,NA,NA,NA,NA,71,NA,NA,NA
56,1,1,1,0,"Hispanic",0,10,NA,NA,NA,NA,20,NA,NA,NA
61,1,1,0,1,"Hispanic",0,50,50,93,50,82,7,50,50,50
21,1,1,0,1,"Hispanic",0,100,100,100,100,NA,100,50,100,NA
48,1,0,0,1,"Hispanic",0,100,100,100,100,NA,90,100,50,NA
20,0,0,0,1,"Hispanic",0,100,100,100,100,NA,100,65,50,NA
23,1,1,0,0,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
41,1,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
49,1,0,0,0,"Hispanic",1,100,NA,NA,NA,NA,97,NA,NA,NA
19,1,0,0,0,"Hispanic",1,100,NA,NA,NA,NA,99,NA,NA,NA
63,1,1,1,1,"Hispanic",0,43,NA,NA,NA,NA,31,NA,NA,NA
30,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,35,NA,NA,NA
29,0,1,1,1,"Hispanic",0,20,NA,NA,NA,NA,20,NA,NA,NA
57,0,1,1,1,"Hispanic",0,100,100,100,50,NA,100,100,50,NA
31,1,1,1,1,"Hispanic",0,100,75,60,57,NA,100,100,60,NA
57,1,1,1,1,"Hispanic",1,100,100,100,NA,NA,100,100,100,NA
21,0,1,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
97,1,0,0,0,"Hispanic",1,38,NA,NA,NA,NA,50,NA,NA,NA
25,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
66,0,1,1,1,"Hispanic",0,16,NA,NA,NA,NA,0,NA,NA,NA
47,1,1,1,0,"Hispanic",0,50,36,38,40,30,0,0,50,50
52,0,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
52,1,1,1,0,"Hispanic",0,90,95,90,NA,NA,90,90,98,NA
82,1,1,1,0,"Hispanic",1,100,NA,NA,NA,81,100,NA,NA,50
84,1,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,97,NA,NA,NA
47,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
19,1,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,88,NA,NA,NA
67,1,0,1,1,"Hispanic",0,98,NA,NA,NA,NA,100,NA,NA,NA
56,1,1,0,1,"Caucasian",1,93,NA,NA,NA,NA,85,NA,NA,NA
34,1,0,1,0,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
20,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
46,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
26,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
52,1,0,0,0,"Hispanic",0,8,NA,0,0,0,75,NA,50,62
88,1,0,0,0,"Hispanic",0,17,NA,0,0,NA,68,NA,50,NA
20,0,0,0,0,"Hispanic",0,0,NA,0,0,NA,80,NA,50,NA
71,0,1,1,1,"Hispanic",0,60,NA,NA,NA,NA,0,NA,NA,NA
19,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
47,1,0,1,1,"Caucasian",0,14,NA,NA,NA,NA,31,NA,NA,NA
49,0,0,0,1,"Caucasian",0,25,NA,NA,NA,NA,50,NA,NA,NA
44,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,80,NA,NA,NA
75,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,91,NA,NA,NA
25,0,1,0,0,"Caucasian",0,50,50,50,50,42,25,50,50,50
59,0,1,1,0,"Caucasian",0,2,50,40,50,40,9,50,20,30
67,1,1,1,1,"Hispanic",0,48,50,40,50,NA,45,40,40,NA
68,0,1,1,1,"Hispanic",0,50,55,71,48,50,50,50,49,25
48,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,60,NA,NA,NA
19,1,0,0,0,"Caucasian",1,100,NA,NA,NA,NA,50,NA,NA,NA
18,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
53,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,69,NA,NA,NA
30,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,20,NA,NA,NA
72,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
22,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,30,NA,NA,NA
46,1,1,1,1,"Hispanic",0,70,NA,NA,NA,NA,0,NA,NA,NA
54,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,72,NA,NA,NA
58,0,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,100,NA,NA,NA
19,1,1,0,0,"Caucasian",1,98,NA,NA,NA,NA,95,NA,NA,NA
46,1,1,1,1,"Caucasian",1,85,NA,NA,NA,NA,93,NA,NA,NA
65,0,1,1,0,"Caucasian",1,38,NA,NA,NA,NA,73,NA,NA,NA
61,1,1,1,0,"Caucasian",1,65,NA,NA,NA,NA,73,NA,NA,NA
34,1,1,1,1,"Hispanic",1,50,50,70,50,60,85,81,90,75
25,1,1,1,1,"Hispanic",0,89,100,100,78,81,84,93,81,50
72,1,1,1,1,"Hispanic",0,73,NA,NA,NA,NA,82,NA,NA,NA
52,0,1,1,1,"Caucasian",0,66,NA,NA,NA,NA,81,NA,NA,NA
81,0,1,1,1,"Hispanic",0,63,NA,NA,NA,NA,89,NA,NA,NA
52,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
50,0,0,1,0,"Caucasian",0,50,NA,NA,NA,NA,16,NA,NA,NA
48,0,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,28,NA,NA,NA
72,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,100,NA,NA,NA
51,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,98,NA,NA,NA
25,1,1,1,0,"Caucasian",1,64,NA,NA,NA,NA,81,NA,NA,NA
70,0,1,1,0,"Caucasian",0,90,95,74,91,82,90,94,50,87
55,0,1,0,1,"Hispanic",0,50,NA,NA,NA,NA,18,NA,NA,NA
88,1,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
28,1,0,1,1,"Hispanic",0,100,100,53,100,100,100,50,100,100
26,1,0,0,1,"Hispanic",0,100,100,100,100,NA,100,100,100,NA
19,1,1,0,1,"Hispanic",1,100,100,100,100,NA,100,100,100,NA
19,0,0,0,1,"Hispanic",1,100,NA,NA,NA,NA,50,NA,NA,NA
21,1,0,0,1,"Hispanic",1,100,NA,NA,NA,NA,82,NA,NA,NA
20,1,0,0,1,"Hispanic",0,100,100,88,100,96,77,80,68,50
18,0,1,0,1,"Hispanic",0,50,91,50,50,NA,66,50,55,NA
62,1,1,1,0,"Caucasian",0,0,NA,NA,NA,NA,8,NA,NA,NA
76,1,1,1,0,"Hispanic",1,89,NA,NA,NA,NA,10,NA,NA,NA
27,0,0,0,1,"Hispanic",0,56,NA,NA,NA,NA,60,NA,NA,NA
37,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
76,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
69,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
20,1,0,0,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
32,1,0,1,1,"Hispanic",0,100,NA,NA,NA,NA,81,NA,NA,NA
87,0,1,1,1,"Caucasian",0,5,20,20,25,41,30,29,50,30
57,0,1,1,1,"Caucasian",0,0,0,20,20,10,50,10,50,50
31,1,1,1,0,"Hispanic",0,100,NA,NA,NA,NA,93,NA,NA,NA
23,1,0,1,1,"Hispanic",1,50,60,80,50,100,50,60,68,50
46,0,1,0,1,"Caucasian",1,50,NA,NA,NA,NA,91,NA,NA,NA
21,1,0,0,0,"Caucasian",0,100,NA,NA,NA,NA,100,NA,NA,NA
62,1,1,1,0,"Hispanic",1,0,9,100,0,0,9,9,98,24
54,0,1,1,0,"Caucasian",1,50,50,50,50,50,50,50,50,50
58,1,1,1,0,"Hispanic",0,50,50,50,50,50,50,50,50,50
28,1,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
72,0,1,1,1,"Hispanic",0,10,NA,NA,NA,NA,0,NA,NA,NA
29,1,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,0,NA,NA,NA
71,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,66,NA,NA,NA
53,1,1,1,1,"Hispanic",1,50,84,50,50,50,85,81,50,50
57,0,1,1,1,"Hispanic",1,56,65,60,66,56,97,95,50,50
35,1,1,0,0,"Hispanic",0,75,NA,NA,NA,NA,23,NA,NA,NA
35,0,1,1,0,"Hispanic",0,75,NA,NA,NA,NA,20,NA,NA,NA
